"","season","id"
"146",20072008,271025013
"147",20072008,271025029
"148",20072008,271025016
"149",20072008,271025020
"150",20072008,271025027
"151",20072008,271025006
"152",20072008,271025025
"153",20072008,271025008
"154",20072008,271026007
"155",20072008,271026023
"156",20072008,271026005
"157",20072008,271026026
"158",20072008,271026003
"159",20072008,271027001
"160",20072008,271027029
"161",20072008,271027011
"162",20072008,271027012
"163",20072008,271027013
"164",20072008,271027016
"165",20072008,271027020
"166",20072008,271027027
"167",20072008,271027004
"168",20072008,271027019
"169",20072008,271027008
"170",20072008,271027024
"171",20072008,271028017
"172",20072008,271028025
"173",20072008,271028022
"174",20072008,271029013
"175",20072008,271029021
"176",20072008,271029009
"177",20072008,271030030
"178",20072008,271030010
"179",20072008,271030019
"180",20072008,271030003
"181",20072008,271030006
"182",20072008,271031011
"183",20072008,271031026
"184",20072008,271031009
"185",20072008,271031008
"186",20072008,271101001
"187",20072008,271101012
"188",20072008,271101013
"189",20072008,271101010
"190",20072008,271101014
"191",20072008,271101003
"192",20072008,271101030
"193",20072008,271101017
"194",20072008,271101025
"195",20072008,271101022
"196",20072008,271102011
"197",20072008,271102023
"198",20072008,271102002
"199",20072008,271102009
"200",20072008,271102006
"201",20072008,271102018
"202",20072008,271103007
"203",20072008,271103010
"204",20072008,271103012
"205",20072008,271103013
"206",20072008,271103014
"207",20072008,271103020
"208",20072008,271103030
"209",20072008,271103019
"210",20072008,271103017
"211",20072008,271103024
"212",20072008,271103008
"213",20072008,271104029
"214",20072008,271104001
"215",20072008,271104004
"216",20072008,271105007
"217",20072008,271105011
"218",20072008,271105013
"219",20072008,271105010
"220",20072008,271105026
"221",20072008,271105030
"222",20072008,271105017
"223",20072008,271105025
"224",20072008,271106012
"225",20072008,271106028
"226",20072008,271106014
"227",20072008,271107002
"228",20072008,271107016
"229",20072008,271107005
"230",20072008,271107020
"231",20072008,271107004
"232",20072008,271107017
"233",20072008,271107025
"234",20072008,271107018
"235",20072008,271108007
"236",20072008,271108011
"237",20072008,271108013
"238",20072008,271108001
"239",20072008,271108014
"240",20072008,271108003
"241",20072008,271108024
"242",20072008,271109002
"243",20072008,271109005
"244",20072008,271109026
"245",20072008,271109004
"246",20072008,271109022
"247",20072008,271109025
"248",20072008,271110014
"249",20072008,271110001
"250",20072008,271110012
"251",20072008,271110015
"252",20072008,271110021
"253",20072008,271110023
"254",20072008,271110028
"255",20072008,271110027
"256",20072008,271110003
"257",20072008,271110008
"258",20072008,271110018
"259",20072008,271111004
"260",20072008,271111017
"261",20072008,271112015
"262",20072008,271112029
"263",20072008,271112016
"264",20072008,271112026
"265",20072008,271112018
"266",20072008,271113028
"267",20072008,271113019
"268",20072008,271113021
"269",20072008,271113003
"270",20072008,271113025
"271",20072008,271114011
"272",20072008,271114029
"273",20072008,271114020
"274",20072008,271114009
"275",20072008,271114022
"276",20072008,271115001
"277",20072008,271115015
"278",20072008,271115014
"279",20072008,271115016
"280",20072008,271115026
"281",20072008,271115027
"282",20072008,271115006
"283",20072008,271115024
"284",20072008,271115008
"285",20072008,271116007
"286",20072008,271116011
"287",20072008,271116002
"288",20072008,271116020
"289",20072008,271116009
"290",20072008,271116019
"291",20072008,271116022
"292",20072008,271117008
"293",20072008,271117005
"294",20072008,271117007
"295",20072008,271117010
"296",20072008,271117015
"297",20072008,271117021
"298",20072008,271117016
"299",20072008,271117027
"300",20072008,271117006
"301",20072008,271117018
"302",20072008,271118029
"303",20072008,271118030
"304",20072008,271118022
"305",20072008,271119013
"306",20072008,271119023
"307",20072008,271119028
"308",20072008,271119010
"309",20072008,271119009
"310",20072008,271119019
"311",20072008,271120021
"312",20072008,271120006
"313",20072008,271120003
"314",20072008,271121007
"315",20072008,271121012
"316",20072008,271121023
"317",20072008,271121029
"318",20072008,271121002
"319",20072008,271121005
"320",20072008,271121016
"321",20072008,271121020
"322",20072008,271121030
"323",20072008,271121009
"324",20072008,271121024
"325",20072008,271122014
"326",20072008,271122027
"327",20072008,271122003
"328",20072008,271122006
"329",20072008,271123001
"330",20072008,271123015
"331",20072008,271123030
"332",20072008,271123025
"333",20072008,271123007
"334",20072008,271123002
"335",20072008,271123026
"336",20072008,271123028
"337",20072008,271123009
"338",20072008,271123019
"339",20072008,271124010
"340",20072008,271124012
"341",20072008,271124014
"342",20072008,271124017
"343",20072008,271124023
"344",20072008,271124024
"345",20072008,271124029
"346",20072008,271124016
"347",20072008,271124020
"348",20072008,271124027
"349",20072008,271124006
"350",20072008,271124018
"351",20072008,271125013
"352",20072008,271125019
"353",20072008,271125025
"354",20072008,271125022
"355",20072008,271126012
"356",20072008,271126015
"357",20072008,271126023
"358",20072008,271126006
"359",20072008,271127005
"360",20072008,271127021
"361",20072008,271127022
"362",20072008,271128002
"363",20072008,271128007
"364",20072008,271128011
"365",20072008,271128012
"366",20072008,271128023
"367",20072008,271128030
"368",20072008,271128004
"369",20072008,271128017
"370",20072008,271128018
"371",20072008,271129013
"372",20072008,271129028
"373",20072008,271129005
"374",20072008,271129014
"375",20072008,271129026
"376",20072008,271129003
"377",20072008,271129022
"378",20072008,271130007
"379",20072008,271130011
"380",20072008,271130016
"381",20072008,271130030
"382",20072008,271130004
"383",20072008,271130006
"384",20072008,271130018
"385",20072008,271201014
"386",20072008,271201002
"387",20072008,271201005
"388",20072008,271201010
"389",20072008,271201012
"390",20072008,271201015
"391",20072008,271201021
"392",20072008,271201026
"393",20072008,271201020
"394",20072008,271201019
"395",20072008,271201003
"396",20072008,271201008
"397",20072008,271202011
"398",20072008,271202030
"399",20072008,271202025
"400",20072008,271203012
"401",20072008,271203013
"402",20072008,271203029
"403",20072008,271203016
"404",20072008,271203017
"405",20072008,271203008
"406",20072008,271204010
"407",20072008,271204020
"408",20072008,271204021
"409",20072008,271204003
"410",20072008,271205011
"411",20072008,271205028
"412",20072008,271205029
"413",20072008,271205026
"414",20072008,271205030
"415",20072008,271205004
"416",20072008,271205009
"417",20072008,271205006
"418",20072008,271205024
"419",20072008,271205025
"420",20072008,271206001
"421",20072008,271206013
"422",20072008,271206020
"423",20072008,271206027
"424",20072008,271206003
"425",20072008,271206008
"426",20072008,271207011
"427",20072008,271207005
"428",20072008,271207026
"429",20072008,271207028
"430",20072008,271207004
"431",20072008,271207009
"432",20072008,271207006
"433",20072008,271207017
"434",20072008,271207024
"435",20072008,271208010
"436",20072008,271208021
"437",20072008,271208023
"438",20072008,271208029
"439",20072008,271208020
"440",20072008,271208027
"441",20072008,271208022
"442",20072008,271208008
"443",20072008,271208018
"444",20072008,271209005
"445",20072008,271209013
"446",20072008,271209004
"447",20072008,271209017
"448",20072008,271210002
"449",20072008,271210023
"450",20072008,271210029
"451",20072008,271210021
"452",20072008,271210027
"453",20072008,271210009
"454",20072008,271210008
"455",20072008,271211015
"456",20072008,271211010
"457",20072008,271211026
"458",20072008,271211019
"459",20072008,271211018
"460",20072008,271212002
"461",20072008,271212023
"462",20072008,271212028
"463",20072008,271212029
"464",20072008,271212007
"465",20072008,271212004
"466",20072008,271212025
"467",20072008,271213001
"468",20072008,271213012
"469",20072008,271213015
"470",20072008,271213005
"471",20072008,271213016
"472",20072008,271213020
"473",20072008,271213027
"474",20072008,271213009
"475",20072008,271213019
"476",20072008,271213018
"477",20072008,271214007
"478",20072008,271214023
"479",20072008,271214028
"480",20072008,271214025
"481",20072008,271215011
"482",20072008,271215018
"483",20072008,271215001
"484",20072008,271215002
"485",20072008,271215005
"486",20072008,271215010
"487",20072008,271215012
"488",20072008,271215014
"489",20072008,271215015
"490",20072008,271215020
"491",20072008,271215017
"492",20072008,271215006
"493",20072008,271215008
"494",20072008,271216011
"495",20072008,271216013
"496",20072008,271216019
"497",20072008,271216004
"498",20072008,271216025
"499",20072008,271217005
"500",20072008,271217008
"501",20072008,271218001
"502",20072008,271218007
"503",20072008,271218013
"504",20072008,271218015
"505",20072008,271218028
"506",20072008,271218029
"507",20072008,271218010
"508",20072008,271218030
"509",20072008,271218006
"510",20072008,271218022
"511",20072008,271218018
"512",20072008,271219012
"513",20072008,271219005
"514",20072008,271219004
"515",20072008,271219025
"516",20072008,271220001
"517",20072008,271220023
"518",20072008,271220028
"519",20072008,271220020
"520",20072008,271220026
"521",20072008,271220030
"522",20072008,271220019
"523",20072008,271220022
"524",20072008,271220018
"525",20072008,271221029
"526",20072008,271221002
"527",20072008,271221016
"528",20072008,271221006
"529",20072008,271221017
"530",20072008,271221003
"531",20072008,271222001
"532",20072008,271222012
"533",20072008,271222014
"534",20072008,271222015
"535",20072008,271222026
"536",20072008,271222028
"537",20072008,271222020
"538",20072008,271222027
"539",20072008,271222030
"540",20072008,271222024
"541",20072008,271222018
"542",20072008,271223016
"543",20072008,271223029
"544",20072008,271223019
"545",20072008,271223004
"546",20072008,271223013
"547",20072008,271223003
"548",20072008,271223009
"549",20072008,271223017
"550",20072008,271226002
"551",20072008,271226013
"552",20072008,271226023
"553",20072008,271226029
"554",20072008,271226012
"555",20072008,271226004
"556",20072008,271226009
"557",20072008,271226019
"558",20072008,271226008
"559",20072008,271227015
"560",20072008,271227020
"561",20072008,271227028
"562",20072008,271227014
"563",20072008,271227016
"564",20072008,271227027
"565",20072008,271227006
"566",20072008,271227017
"567",20072008,271227024
"568",20072008,271227022
"569",20072008,271228007
"570",20072008,271228011
"571",20072008,271228026
"572",20072008,271228019
"573",20072008,271229020
"574",20072008,271229017
"575",20072008,271229012
"576",20072008,271229014
"577",20072008,271229021
"578",20072008,271229028
"579",20072008,271229029
"580",20072008,271229016
"581",20072008,271229027
"582",20072008,271229030
"583",20072008,271229009
"584",20072008,271229024
"585",20072008,271229003
"586",20072008,271230026
"587",20072008,271230004
"588",20072008,271230013
"589",20072008,271230022
"590",20072008,271231001
"591",20072008,271231029
"592",20072008,271231005
"593",20072008,271231030
"594",20072008,271231007
"595",20072008,271231024
"596",20072008,271231009
"597",20072008,271231003
"598",20072008,280101002
"599",20072008,280101023
"600",20072008,280101021
"601",20072008,280101008
"602",20072008,280102007
"603",20072008,280102011
"604",20072008,280102005
"605",20072008,280102019
"606",20072008,280102003
"607",20072008,280102017
"608",20072008,280102025
"609",20072008,280103001
"610",20072008,280103012
"611",20072008,280103010
"612",20072008,280103016
"613",20072008,280103027
"614",20072008,280103030
"615",20072008,280103024
"616",20072008,280103022
"617",20072008,280103008
"618",20072008,280103018
"619",20072008,280104011
"620",20072008,280104002
"621",20072008,280104028
"622",20072008,280104025
"623",20072008,280105010
"624",20072008,280105009
"625",20072008,280105016
"626",20072008,280105001
"627",20072008,280105014
"628",20072008,280105021
"629",20072008,280105027
"630",20072008,280105019
"631",20072008,280105017
"632",20072008,280105024
"633",20072008,280105006
"634",20072008,280105008
"635",20072008,280105018
"636",20072008,280106028
"637",20072008,280106004
"638",20072008,280107009
"639",20072008,280107006
"640",20072008,280107025
"641",20072008,280108001
"642",20072008,280108011
"643",20072008,280108013
"644",20072008,280108028
"645",20072008,280108005
"646",20072008,280108010
"647",20072008,280108026
"648",20072008,280108019
"649",20072008,280108003
"650",20072008,280108022
"651",20072008,280108008
"652",20072008,280109023
"653",20072008,280109004
"654",20072008,280109025
"655",20072008,280110007
"656",20072008,280110013
"657",20072008,280110028
"658",20072008,280110001
"659",20072008,280110005
"660",20072008,280110014
"661",20072008,280110020
"662",20072008,280110019
"663",20072008,280110006
"664",20072008,280110008
"665",20072008,280110018
"666",20072008,280111029
"667",20072008,280111004
"668",20072008,280111003
"669",20072008,280111022
"670",20072008,280112015
"671",20072008,280112008
"672",20072008,280112002
"673",20072008,280112007
"674",20072008,280112013
"675",20072008,280112014
"676",20072008,280112026
"677",20072008,280112028
"678",20072008,280112029
"679",20072008,280112018
"680",20072008,280113023
"681",20072008,280113026
"682",20072008,280113019
"683",20072008,280113030
"684",20072008,280113014
"685",20072008,280113006
"686",20072008,280113025
"687",20072008,280113027
"688",20072008,280114016
"689",20072008,280115012
"690",20072008,280115023
"691",20072008,280115029
"692",20072008,280115005
"693",20072008,280115020
"694",20072008,280115021
"695",20072008,280115027
"696",20072008,280115006
"697",20072008,280115024
"698",20072008,280115025
"699",20072008,280116011
"700",20072008,280116013
"701",20072008,280116015
"702",20072008,280116004
"703",20072008,280116030
"704",20072008,280117001
"705",20072008,280117023
"706",20072008,280117028
"707",20072008,280117005
"708",20072008,280117014
"709",20072008,280117027
"710",20072008,280117024
"711",20072008,280117018
"712",20072008,280118007
"713",20072008,280118011
"714",20072008,280118002
"715",20072008,280118016
"716",20072008,280118030
"717",20072008,280118003
"718",20072008,280118017
"719",20072008,280119001
"720",20072008,280119009
"721",20072008,280119019
"722",20072008,280119010
"723",20072008,280119012
"724",20072008,280119014
"725",20072008,280119021
"726",20072008,280119023
"727",20072008,280119024
"728",20072008,280119022
"729",20072008,280119018
"730",20072008,280120013
"731",20072008,280120028
"732",20072008,280120009
"733",20072008,280120011
"734",20072008,280120015
"735",20072008,280120017
"736",20072008,280121012
"737",20072008,280121024
"738",20072008,280121027
"739",20072008,280121016
"740",20072008,280121022
"741",20072008,280122007
"742",20072008,280122013
"743",20072008,280122015
"744",20072008,280122010
"745",20072008,280122020
"746",20072008,280122026
"747",20072008,280122009
"748",20072008,280122003
"749",20072008,280122017
"750",20072008,280122008
"751",20072008,280122018
"752",20072008,280123021
"753",20072008,280123022
"754",20072008,280123025
"755",20072008,280124001
"756",20072008,280124011
"757",20072008,280124015
"758",20072008,280124023
"759",20072008,280124020
"760",20072008,280124026
"761",20072008,280124013
"762",20072008,280124004
"763",20072008,280124009
"764",20072008,280124017
"765",20072008,280124024
"766",20072008,280124008
"767",20072008,280124018
"768",20072008,280127031
"769",20072008,280129001
"770",20072008,280129007
"771",20072008,280129011
"772",20072008,280129012
"773",20072008,280129015
"774",20072008,280129020
"775",20072008,280129029
"776",20072008,280129010
"777",20072008,280129021
"778",20072008,280129006
"779",20072008,280129022
"780",20072008,280130028
"781",20072008,280130030
"782",20072008,280130005
"783",20072008,280130026
"784",20072008,280130003
"785",20072008,280130017
"786",20072008,280131007
"787",20072008,280131012
"788",20072008,280131015
"789",20072008,280131023
"790",20072008,280131014
"791",20072008,280131020
"792",20072008,280131027
"793",20072008,280201011
"794",20072008,280201005
"795",20072008,280201026
"796",20072008,280201028
"797",20072008,280201019
"798",20072008,280201006
"799",20072008,280202010
"800",20072008,280202018
"801",20072008,280202001
"802",20072008,280202011
"803",20072008,280202015
"804",20072008,280202021
"805",20072008,280202023
"806",20072008,280202029
"807",20072008,280202016
"808",20072008,280202020
"809",20072008,280202027
"810",20072008,280202019
"811",20072008,280202003
"812",20072008,280203010
"813",20072008,280204011
"814",20072008,280204006
"815",20072008,280204017
"816",20072008,280205001
"817",20072008,280205012
"818",20072008,280205013
"819",20072008,280205028
"820",20072008,280205029
"821",20072008,280205010
"822",20072008,280205021
"823",20072008,280205027
"824",20072008,280205030
"825",20072008,280205009
"826",20072008,280205019
"827",20072008,280205003
"828",20072008,280206002
"829",20072008,280206015
"830",20072008,280206006
"831",20072008,280206018
"832",20072008,280207010
"833",20072008,280207013
"834",20072008,280207028
"835",20072008,280207005
"836",20072008,280207014
"837",20072008,280207016
"838",20072008,280207027
"839",20072008,280207030
"840",20072008,280207003
"841",20072008,280207024
"842",20072008,280208011
"843",20072008,280208023
"844",20072008,280208002
"845",20072008,280208018
"846",20072008,280209015
"847",20072008,280209016
"848",20072008,280209021
"849",20072008,280209030
"850",20072008,280209001
"851",20072008,280209003
"852",20072008,280209011
"853",20072008,280209014
"854",20072008,280209028
"855",20072008,280209009
"856",20072008,280209018
"857",20072008,280209022
"858",20072008,280210005
"859",20072008,280210016
"860",20072008,280210023
"861",20072008,280210002
"862",20072008,280210019
"863",20072008,280210029
"864",20072008,280210024
"865",20072008,280210022
"866",20072008,280211009
"867",20072008,280212001
"868",20072008,280212012
"869",20072008,280212020
"870",20072008,280212014
"871",20072008,280212027
"872",20072008,280212019
"873",20072008,280212006
"874",20072008,280212017
"875",20072008,280212018
"876",20072008,280213011
"877",20072008,280213028
"878",20072008,280213029
"879",20072008,280213002
"880",20072008,280213016
"881",20072008,280213026
"882",20072008,280214007
"883",20072008,280214015
"884",20072008,280214021
"885",20072008,280214027
"886",20072008,280214017
"887",20072008,280214024
"888",20072008,280214022
"889",20072008,280214018
"890",20072008,280215011
"891",20072008,280215005
"892",20072008,280215026
"893",20072008,280215025
"894",20072008,280215008
"895",20072008,280216013
"896",20072008,280216007
"897",20072008,280216010
"898",20072008,280216012
"899",20072008,280216014
"900",20072008,280216021
"901",20072008,280216020
"902",20072008,280216027
"903",20072008,280216024
"904",20072008,280216022
"905",20072008,280217004
"906",20072008,280217009
"907",20072008,280217013
"908",20072008,280217002
"909",20072008,280217019
"910",20072008,280217015
"911",20072008,280217025
"912",20072008,280217030
"913",20072008,280218011
"914",20072008,280218012
"915",20072008,280218017
"916",20072008,280218008
"917",20072008,280219007
"918",20072008,280219010
"919",20072008,280219014
"920",20072008,280219016
"921",20072008,280219021
"922",20072008,280219019
"923",20072008,280219027
"924",20072008,280219030
"925",20072008,280219024
"926",20072008,280220002
"927",20072008,280220011
"928",20072008,280220023
"929",20072008,280220004
"930",20072008,280220009
"931",20072008,280220025
"932",20072008,280221007
"933",20072008,280221012
"934",20072008,280221015
"935",20072008,280221010
"936",20072008,280221014
"937",20072008,280221021
"938",20072008,280221026
"939",20072008,280221027
"940",20072008,280221008
"941",20072008,280222009
"942",20072008,280222003
"943",20072008,280222024
"944",20072008,280222025
"945",20072008,280223011
"946",20072008,280223016
"947",20072008,280223008
"948",20072008,280223007
"949",20072008,280223002
"950",20072008,280223015
"951",20072008,280223021
"952",20072008,280223010
"953",20072008,280223020
"954",20072008,280223027
"955",20072008,280223022
"956",20072008,280224030
"957",20072008,280224016
"958",20072008,280224023
"959",20072008,280224013
"960",20072008,280224006
"961",20072008,280224024
"962",20072008,280224025
"963",20072008,280225002
"964",20072008,280225014
"965",20072008,280226007
"966",20072008,280226012
"967",20072008,280226023
"968",20072008,280226001
"969",20072008,280226010
"970",20072008,280226019
"971",20072008,280226003
"972",20072008,280226006
"973",20072008,280227002
"974",20072008,280227029
"975",20072008,280227020
"976",20072008,280227026
"977",20072008,280227004
"978",20072008,280227022
"979",20072008,280228001
"980",20072008,280228007
"981",20072008,280228015
"982",20072008,280228028
"983",20072008,280228009
"984",20072008,280228019
"985",20072008,280228006
"986",20072008,280229011
"987",20072008,280229002
"988",20072008,280229005
"989",20072008,280229026
"990",20072008,280229020
"991",20072008,280229022
"992",20072008,280229025
"993",20072008,280301001
"994",20072008,280301012
"995",20072008,280301014
"996",20072008,280301007
"997",20072008,280301010
"998",20072008,280301023
"999",20072008,280301009
"1000",20072008,280301017
"1001",20072008,280301019
"1002",20072008,280301024
"1003",20072008,280302013
"1004",20072008,280302004
"1005",20072008,280302012
"1006",20072008,280302016
"1007",20072008,280302002
"1008",20072008,280302030
"1009",20072008,280302006
"1010",20072008,280303023
"1011",20072008,280303025
"1012",20072008,280303018
"1013",20072008,280304001
"1014",20072008,280304013
"1015",20072008,280304015
"1016",20072008,280304020
"1017",20072008,280304021
"1018",20072008,280304030
"1019",20072008,280304019
"1020",20072008,280304003
"1021",20072008,280304006
"1022",20072008,280304017
"1023",20072008,280305028
"1024",20072008,280305002
"1025",20072008,280305005
"1026",20072008,280305004
"1027",20072008,280305009
"1028",20072008,280305018
"1029",20072008,280306001
"1030",20072008,280306007
"1031",20072008,280306012
"1032",20072008,280306015
"1033",20072008,280306026
"1034",20072008,280306017
"1035",20072008,280306024
"1036",20072008,280306022
"1037",20072008,280306008
"1038",20072008,280307011
"1039",20072008,280307029
"1040",20072008,280307028
"1041",20072008,280307004
"1042",20072008,280307003
"1043",20072008,280308001
"1044",20072008,280308017
"1045",20072008,280308008
"1046",20072008,280308007
"1047",20072008,280308015
"1048",20072008,280308021
"1049",20072008,280308024
"1050",20072008,280308026
"1051",20072008,280308022
"1052",20072008,280309023
"1053",20072008,280309004
"1054",20072008,280309005
"1055",20072008,280309013
"1056",20072008,280309029
"1057",20072008,280309030
"1058",20072008,280309009
"1059",20072008,280309025
"1060",20072008,280310002
"1061",20072008,280310003
"1062",20072008,280310008
"1063",20072008,280311028
"1064",20072008,280311005
"1065",20072008,280311010
"1066",20072008,280311014
"1067",20072008,280311020
"1068",20072008,280311021
"1069",20072008,280311027
"1070",20072008,280311006
"1071",20072008,280311024
"1072",20072008,280312015
"1073",20072008,280312023
"1074",20072008,280312016
"1075",20072008,280312026
"1076",20072008,280312004
"1077",20072008,280312025
"1078",20072008,280313001
"1079",20072008,280313028
"1080",20072008,280313005
"1081",20072008,280313010
"1082",20072008,280313027
"1083",20072008,280313030
"1084",20072008,280313017
"1085",20072008,280313024
"1086",20072008,280314023
"1087",20072008,280314029
"1088",20072008,280314002
"1089",20072008,280314026
"1090",20072008,280314018
"1091",20072008,280315001
"1092",20072008,280315005
"1093",20072008,280315017
"1094",20072008,280315009
"1095",20072008,280315010
"1096",20072008,280315021
"1097",20072008,280315020
"1098",20072008,280315030
"1099",20072008,280315024
"1100",20072008,280315025
"1101",20072008,280316016
"1102",20072008,280316004
"1103",20072008,280316007
"1104",20072008,280316023
"1105",20072008,280316029
"1106",20072008,280316026
"1107",20072008,280316018
"1108",20072008,280317030
"1109",20072008,280317022
"1110",20072008,280318012
"1111",20072008,280318013
"1112",20072008,280318015
"1113",20072008,280318029
"1114",20072008,280318010
"1115",20072008,280318027
"1116",20072008,280318006
"1117",20072008,280318008
"1118",20072008,280319002
"1119",20072008,280319011
"1120",20072008,280319028
"1121",20072008,280319005
"1122",20072008,280319004
"1123",20072008,280319009
"1124",20072008,280319018
"1125",20072008,280320001
"1126",20072008,280320014
"1127",20072008,280320016
"1128",20072008,280320026
"1129",20072008,280320027
"1130",20072008,280320003
"1131",20072008,280320006
"1132",20072008,280320024
"1133",20072008,280321011
"1134",20072008,280321015
"1135",20072008,280321002
"1136",20072008,280321028
"1137",20072008,280321022
"1138",20072008,280321018
"1139",20072008,280322006
"1140",20072008,280322009
"1141",20072008,280322027
"1142",20072008,280322010
"1143",20072008,280322014
"1144",20072008,280322026
"1145",20072008,280322029
"1146",20072008,280322016
"1147",20072008,280322003
"1148",20072008,280322024
"1149",20072008,280323004
"1150",20072008,280323015
"1151",20072008,280324012
"1152",20072008,280324010
"1153",20072008,280324017
"1154",20072008,280324006
"1155",20072008,280325002
"1156",20072008,280325007
"1157",20072008,280325011
"1158",20072008,280325013
"1159",20072008,280325020
"1160",20072008,280325021
"1161",20072008,280325027
"1162",20072008,280325019
"1163",20072008,280325003
"1164",20072008,280325024
"1165",20072008,280326029
"1166",20072008,280326030
"1167",20072008,280326017
"1168",20072008,280326025
"1169",20072008,280327001
"1170",20072008,280327013
"1171",20072008,280327014
"1172",20072008,280327016
"1173",20072008,280327020
"1174",20072008,280327026
"1175",20072008,280327018
"1176",20072008,280327008
"1177",20072008,280328007
"1178",20072008,280328011
"1179",20072008,280328029
"1180",20072008,280328002
"1181",20072008,280328005
"1182",20072008,280328030
"1183",20072008,280328017
"1184",20072008,280328025
"1185",20072008,280329001
"1186",20072008,280329008
"1187",20072008,280329012
"1188",20072008,280329021
"1189",20072008,280329026
"1190",20072008,280329020
"1191",20072008,280329019
"1192",20072008,280329003
"1193",20072008,280330005
"1194",20072008,280330016
"1195",20072008,280330002
"1196",20072008,280330030
"1197",20072008,280330004
"1198",20072008,280330018
"1199",20072008,280330025
"1200",20072008,280330022
"1201",20072008,280331013
"1202",20072008,280331020
"1203",20072008,280401012
"1204",20072008,280401023
"1205",20072008,280401028
"1206",20072008,280401014
"1207",20072008,280401019
"1208",20072008,280401021
"1209",20072008,280401006
"1210",20072008,280401022
"1211",20072008,280401018
"1212",20072008,280402007
"1213",20072008,280402011
"1214",20072008,280402016
"1215",20072008,280402004
"1216",20072008,280403012
"1217",20072008,280403023
"1218",20072008,280403005
"1219",20072008,280403010
"1220",20072008,280403021
"1221",20072008,280403027
"1222",20072008,280403030
"1223",20072008,280403024
"1224",20072008,280403008
"1225",20072008,280403022
"1226",20072008,280404007
"1227",20072008,280404013
"1228",20072008,280404015
"1229",20072008,280404014
"1230",20072008,280404004
"1231",20072008,280404009
"1232",20072008,280405008
"1233",20072008,280405019
"1234",20072008,280405001
"1235",20072008,280405010
"1236",20072008,280405023
"1237",20072008,280405028
"1238",20072008,280405022
"1239",20072008,280406005
"1240",20072008,280406009
"1241",20072008,280406011
"1242",20072008,280406015
"1243",20072008,280406017
"1244",20072008,280406029
"1245",20072008,280406025
"1246",20072008,280409011
"1247",20072008,280409016
"1248",20072008,280409030
